label,roll,pitch,yaw,gx,gy,gz,ax,ay,az,flex0,flex1,flex2,flex3,flex4,index_inside,middle_fingerprint,middle_inside_to_ring,ring_tape
D,-8.014889571344824,20.83579280544062,-0.9487253917812836,-0.6176874098568268,0.9065325218981952,0.7303268019840289,-0.94091796875,-0.186279296875,-0.03759765625,679,658,1022,1021,916,0,0,0,0
D,-8.010246349027186,20.87633324204341,-0.9423719756207484,0.8708622084637839,0.3950821402188058,0.8982657332817388,-0.951416015625,-0.167236328125,-0.041015625,682,659,1023,1023,917,0,0,0,0
D,-8.024165223428087,20.90114700549688,-0.946750243194462,-0.5718858831392695,-1.0171316002392097,-0.3002075491610092,-0.925537109375,-0.170654296875,-0.04931640625,679,662,1023,1023,919,0,0,0,0
D,-8.03656521751277,20.913006178225302,-0.9466437568972306,-0.5184507686354527,-2.345375875048369,-0.0406655644281848,-0.9326171875,-0.190185546875,-0.034423828125,680,658,1023,1021,918,0,0,0,0
D,-8.046297377710717,20.94475801707576,-0.9501368524675168,-0.1749393182537733,-0.3377422872621102,-0.1170014422907803,-0.941162109375,-0.177978515625,-0.025634765625,680,658,1022,1023,915,0,0,0,0
D,-8.047753472845068,21.006538067265687,-0.9523929043644048,0.5884194603721808,2.6164561860203324,0.4097161149611281,-0.949951171875,-0.174072265625,-0.024169921875,680,660,1023,1021,918,0,0,0,0
D,-8.04233668368407,21.038795851782307,-0.9519636914371796,1.2449080099905014,-0.3301086994758506,0.2723115348084564,-0.929931640625,-0.187255859375,-0.04248046875,681,657,1023,1023,915,0,0,0,0
D,-8.046266038927055,21.075047628542084,-0.9487407029366164,0.168572132127906,0.0210363386920882,0.5700214584725785,-0.928955078125,-0.17529296875,-0.046875,683,658,1023,1023,915,0,0,0,0
D,-8.057788031402598,21.11152665197762,-0.9481172869983954,-0.480282829704155,0.0821050409821646,0.3410138248847922,-0.9404296875,-0.183349609375,-0.0322265625,677,656,1023,1020,916,0,0,0,0
D,-8.056509180772263,21.144276472988643,-0.9405189073832132,0.519717170295845,-0.3835438139796674,0.9211664966405174,-0.9443359375,-0.17578125,-0.0361328125,679,657,1022,1023,917,0,0,0,0
D,-8.071939141875424,21.17954433101163,-0.93700558169465,-0.9917332113835444,-0.0782003025292857,0.5852886340450976,-0.942626953125,-0.178955078125,-0.036865234375,681,659,1021,1022,915,0,0,0,0
D,-8.067058367159444,21.2114753724427,-0.9252039860896488,0.7563583916698907,-0.5133148063460796,1.310479473739754,-0.933837890625,-0.18212890625,-0.0341796875,681,659,1023,1023,917,0,0,0,0
D,-8.084267346783516,21.231548927628065,-0.9313375204672348,-0.8848629823759109,-1.4675132796285224,-0.5444823583213145,-0.93505859375,-0.1591796875,-0.044189453125,680,659,1021,1022,915,0,0,0,0
D,-8.073416755652607,21.271793429105188,-0.9351365338978824,1.886129384036303,0.5095859570126989,-0.0253983888556657,-0.947509765625,-0.1767578125,-0.022216796875,682,661,1023,1023,917,0,0,0,0
D,-8.081306621304838,21.311009263110577,-0.9389361212247268,0.0617019031202724,0.4179829035775844,-0.0177648010694062,-0.9404296875,-0.189697265625,-0.016357421875,682,658,1023,1022,916,0,0,0,0
D,-8.083398259534007,21.349764713443413,-0.9312820870260022,0.2143736588454633,0.2195096211348363,1.028036725648151,-0.9423828125,-0.185791015625,-0.035888671875,681,659,1021,1023,918,0,0,0,0
D,-8.090594030574898,21.387516674351705,-0.9252512537234778,-0.2665423716888879,0.1355401554859814,0.8524642065641815,-0.926513671875,-0.173828125,-0.046630859375,679,656,1021,1023,917,0,0,0,0
D,-8.086797306901225,21.433342048001645,-0.9188412374843926,0.8097935061737076,0.9294332852569738,0.9975023745031129,-0.9453125,-0.175537109375,-0.03857421875,680,658,1021,1023,919,0,0,0,0
D,-8.086663543048937,21.47936438120724,-0.914436571893014,0.5120835825095854,0.975234811974531,0.8142962676328838,-0.927978515625,-0.17138671875,-0.034912109375,678,656,1021,1022,915,0,0,0,0
D,-8.081978865554431,21.52055137479836,-0.9062189631881538,0.8784957962500435,0.4561508425088821,1.1196397790832655,-0.910400390625,-0.181396484375,-0.0458984375,679,656,1023,1021,911,0,0,0,0
D,-8.08511225033348,21.550449035599065,-0.9020015653079004,0.2601751855630205,-0.6049178597811942,0.6005558096176167,-0.927978515625,-0.190185546875,-0.0400390625,677,656,1022,1023,917,0,0,0,0
D,-8.088887739329277,21.5707721591174,-0.8896579436155739,-0.1825729060400329,-1.67362014985753,1.180708481373342,-0.9287109375,-0.168701171875,-0.032470703125,675,658,1021,1022,915,0,0,0,0
D,-8.103570136777074,21.614437122614493,-0.8966681384631146,-0.6100538220705674,0.8836317585394166,-0.2925739613747498,-0.9482421875,-0.15966796875,-0.0205078125,680,657,1023,1023,917,0,0,0,0
D,-8.108657197311459,21.64991334541905,-0.8989160082090798,0.2754423611355396,0.0286699264783478,0.0738382523657081,-0.943115234375,-0.1865234375,-0.02783203125,678,658,1022,1022,920,0,0,0,0
D,-8.096272891401265,21.707609302155497,-0.8939504312132592,1.7563583916698908,2.135540155485981,1.0509374890069296,-0.931396484375,-0.18505859375,-0.0146484375,679,655,1023,1023,922,0,0,0,0
D,-8.093257653893216,21.75011397150044,-0.8865445981768483,0.702923277166074,0.5935554226615539,1.0509374890069296,-0.94775390625,-0.17919921875,-0.04296875,676,657,1023,1023,917,0,0,0,0
D,-8.097893236564198,21.787020792028937,-0.8781608146698636,-0.0909698526049184,0.0286699264783478,1.0662046645794487,-0.93115234375,-0.178466796875,-0.040283203125,685,658,1023,1023,919,0,0,0,0
D,-8.073831440975804,21.8222626020579,-0.8709532634689345,2.756358391669891,-0.1316354170331025,0.9058993210679984,-0.937744140625,-0.16162109375,-0.036376953125,677,657,1023,1023,915,0,0,0,0
D,-8.070284235067128,21.861483814079644,-0.873025234199626,1.1075034298378297,0.3950821402188058,0.1349069546557846,-0.9267578125,-0.176513671875,-0.02490234375,677,656,1021,1021,920,0,0,0,0
D,-8.069962701071518,21.9005947170796,-0.8735508226755997,0.7716255672424098,0.3721813768600271,0.2952122981672349,-0.923095703125,-0.187255859375,-0.03759765625,679,657,1021,1022,919,0,0,0,0
D,-8.081096069206701,21.93584997814408,-0.8707039945950201,-0.5108171808491933,-0.0552995391705071,0.5471206951137999,-0.926025390625,-0.184814453125,-0.037841796875,679,659,1022,1023,920,0,0,0,0
D,-8.088226070706607,21.97307472781398,-0.8670908497638729,-0.1902064938262924,0.1202729799134623,0.6234565729763953,-0.9228515625,-0.169921875,-0.040283203125,680,659,1021,1021,917,0,0,0,0
D,-8.080718524888729,22.00632691971788,-0.8657707928418995,1.3746790023569138,-0.2385056460407361,0.3639145882435708,-0.94384765625,-0.179443359375,-0.02197265625,679,662,1023,1023,920,0,0,0,0
D,-8.083451064978354,22.04469803797332,-0.8696084800286924,0.5349843458683641,0.3340134379287295,-0.0406655644281848,-0.93017578125,-0.174072265625,-0.0263671875,678,656,1022,1021,920,0,0,0,0
D,-8.097726681962042,22.07125562131352,-0.8740936849017408,-0.5871530587117886,-0.8262919055827209,-0.2620396102297115,-0.92724609375,-0.1748046875,-0.03955078125,679,657,1021,1022,919,0,0,0,0
D,-8.100774616954428,22.09064739009248,-0.8722503703780844,0.2830759489217991,-1.6201850353537133,0.2112428325183799,-0.937255859375,-0.173095703125,-0.03173828125,680,656,1022,1022,921,0,0,0,0
D,-8.098667462623865,22.11917015739625,-0.8686040417435464,0.7563583916698907,-0.7346888521476064,0.5165863439687617,-0.94970703125,-0.1826171875,-0.033203125,680,656,1021,1022,918,0,0,0,0
D,-8.085199061690744,22.187428562658216,-0.8659950562421603,1.9166637351813407,3.211876033348577,0.9746016111443342,-0.93212890625,-0.176025390625,-0.01953125,678,658,1021,1023,920,0,0,0,0
D,-8.090617493794257,22.236268932573665,-0.868488233419521,0.1838393077004251,1.3492806135012485,0.2188764203046396,-0.9501953125,-0.16845703125,-0.030029296875,677,659,1022,1021,918,0,0,0,0
D,-8.09432396189433,22.259618408789105,-0.8620808246724501,0.0540683153340129,-1.284307172758293,0.6921588630527311,-0.939697265625,-0.176025390625,-0.039306640625,676,658,1023,1022,921,0,0,0,0
D,-8.095418235117542,22.30062415317856,-0.853699065527018,0.252541597776761,0.440883666936363,1.1272733668695252,-0.932373046875,-0.17822265625,-0.037841796875,675,658,1023,1021,919,0,0,0,0
D,-8.123890133975726,22.34166350306697,-0.8648433625499702,-1.8705824144755443,0.6775869380831214,-0.7146593158043537,-0.941162109375,-0.144287109375,-0.042236328125,688,708,995,1023,743,0,0,0,0
D,-8.137589846225335,22.37354776175304,-0.8675007424456321,-0.7484450098953915,-0.3453138252756573,-0.0810715295448116,-0.945556640625,-0.134033203125,-0.06298828125,689,712,991,1022,743,0,0,0,0
D,-8.141085437846343,22.41218492225676,-0.8704212163730114,0.327890867967204,0.3340754877014419,0.0105315238903029,-0.938232421875,-0.14599609375,-0.059326171875,688,710,990,1023,744,0,0,0,0
D,-8.154367647942149,22.43911057276337,-0.8805700992840603,-0.404933559513712,-0.7346268023748939,-0.8291631325982467,-0.962890625,-0.141357421875,-0.059814453125,689,711,991,1022,742,0,0,0,0
D,-8.177229061769971,22.468787052472127,-0.8887275891444445,-1.404933559513712,-0.482718405428329,-0.5925219112242008,-0.947265625,-0.148681640625,-0.05712890625,688,708,994,1023,742,0,0,0,0
D,-8.190182804078448,22.5012930764861,-0.8965757863438392,-0.4431014984450098,-0.2079092451229855,-0.5314532089341246,-0.94921875,-0.14501953125,-0.044921875,689,710,992,1023,743,0,0,0,0
D,-8.176951508130921,22.544698147635312,-0.892381080429156,1.7401046084252192,0.7157548770144191,0.7357223635849593,-0.935791015625,-0.148681640625,-0.06103515625,690,711,994,1021,746,0,0,0,0
D,-8.18962489596798,22.616457690435464,-0.9047817238195942,-0.2369946282160021,3.7386556403731976,-0.3864150409951932,-0.940673828125,-0.14404296875,-0.048095703125,689,709,995,1022,741,0,0,0,0
D,-8.192942804605387,22.643579427493844,-0.9047586246106364,0.2286542267458299,-0.8414970313825276,0.1174017528979365,-0.9453125,-0.146728515625,-0.049072265625,689,708,995,1023,742,0,0,0,0
D,-8.209607875265952,22.66981892306013,-0.8959388930948149,-1.404933559513712,-1.0399703138252756,0.926562058241448,-0.926025390625,-0.15283203125,-0.074462890625,690,709,996,1023,741,0,0,0,0
D,-8.22365490094644,22.700103925385942,-0.899937080950824,-0.6873763076053151,-0.4750848176420695,-0.2032089341249643,-0.94140625,-0.14599609375,-0.057373046875,688,709,995,1023,743,0,0,0,0
D,-8.23754607449969,22.720508803259364,-0.9026471871077272,-0.7026434831778342,-1.46745122985581,-0.2184761096974834,-0.934814453125,-0.1494140625,-0.067138671875,687,708,993,1023,744,0,0,0,0
D,-8.251894630515899,22.7458536983714,-0.9006849139159291,-0.9316511167656204,-1.0399703138252756,0.2777070964093868,-0.950439453125,-0.151611328125,-0.06201171875,691,711,994,1023,744,0,0,0,0
D,-8.269949290160152,22.76124613204572,-0.9058854154631816,-1.0537885213457732,-1.933100084817642,-0.5314532089341246,-0.9521484375,-0.14501953125,-0.047119140625,687,710,991,1023,742,0,0,0,0
D,-8.272406342539488,22.797977932270545,-0.90306797772988,0.2133870511733108,0.0745335029686175,0.5143483177834327,-0.9443359375,-0.147705078125,-0.0595703125,686,708,991,1023,740,0,0,0,0
