roll,pitch,yaw,gx,gy,gz,ax,ay,az,flex0,flex1,flex2,flex3,flex4,index_inside,middle_fingerprint,middle_inside_to_ring,ring_tape ,label
-0.3359466156933238,0.7505198839387779,0.0387375355297174,0.2031304713215213,0.9227887106940263,-0.1363190699628833,-0.878173828125,-0.300537109375,0.05078125,752,1023,1022,1023,1023,1,0,0,0,A
-0.3507683846760114,0.7699371194784567,0.0361655790261385,-0.2777855592128299,-1.64209678548918,-0.2508228867567765,-0.9013671875,-0.302001953125,0.047119140625,756,1023,1023,1022,1021,1,0,0,0,A
-0.3687885967564397,0.7837260322169222,0.0299626049414045,-0.5831290706632115,-2.1993486938861264,-0.6172351004972345,-0.88623046875,-0.299560546875,0.050537109375,753,1023,1022,1021,1022,1,0,0,0,A
-0.3676148689316865,0.8153091721464876,0.0373135785436704,1.340535051474193,-0.420722739687653,0.7491771132432234,-0.893310546875,-0.308349609375,0.04833984375,763,1022,1022,1021,1023,1,0,0,0,A
-0.3856892079392581,0.831824039409115,0.0436926416363959,-0.644197772953288,-1.9474402969395617,0.6423068842355899,-0.895751953125,-0.292236328125,0.048828125,756,1023,1023,1023,1023,1,0,0,0,A
-0.4101329454894711,0.859597005701038,0.0481540031341602,-1.224350444709013,-0.8024021290006301,0.4591007773653609,-0.893798828125,-0.306640625,0.057861328125,751,1021,1021,1015,1022,1,0,0,0,A
-0.4216610831773705,0.8904453747075812,0.059623872934723,0.0199243644512923,-0.5123257931227676,1.1613908537012387,-0.892578125,-0.296142578125,0.049560546875,753,1021,1023,1023,1023,1,0,0,0,A
-0.4350971501156952,0.8996364358222697,0.0605710128763889,-0.209083269136494,-2.687898312206737,0.0926885636249028,-0.9033203125,-0.28466796875,0.046142578125,757,1023,1023,1023,1023,1,0,0,0,A
-0.4511705688559177,0.9150419489297306,0.0569607062063355,-0.4151901393655015,-2.0466769381609358,-0.3576931157644101,-0.87646484375,-0.289794921875,0.055908203125,756,1023,1022,1023,1023,1,0,0,0,A
-0.4703174054806705,0.9329180179484884,0.057145707859826,-0.7052664752433642,-1.7947685412143706,0.0239862735485669,-0.8837890625,-0.298583984375,0.04931640625,760,1022,1022,1023,1021,1,0,0,0,A
-0.4669323096755953,0.956154080134462,0.0618003553642761,1.523741158344422,-1.2680509839624623,0.47436795293788,-0.89453125,-0.297607421875,0.066162109375,753,1021,1023,1022,1023,1,0,0,0,A
-0.5060725833110775,0.9801313425902076,0.0593362433735063,-2.7281672386021425,-1.1917151060998668,-0.2355557111842574,-0.88330078125,-0.290771484375,0.05029296875,761,1022,1022,1023,1023,1,0,0,0,A
-0.5451399108094089,1.0160390283761385,0.0642409559508278,-2.6976328874571047,0.0067581763428813,0.5125358918691777,-0.880126953125,-0.299560546875,0.050048828125,750,1022,1019,1022,1021,1,0,0,0,A
-0.5107396137305735,1.0186414251203633,0.0679547802913527,4.584809860634499,-3.3443868618250576,0.3598641361439868,-0.900390625,-0.2880859375,0.056884765625,751,1023,1022,1021,1021,1,0,0,0,A
-0.5484464176156068,1.0177446205982317,0.0657277406810132,-2.6365641851670283,-3.695531899992997,-0.2355557111842574,-0.875,-0.2744140625,0.095458984375,757,1021,1023,1023,1023,1,0,0,0,A
-0.5631804828587491,1.0396367706700496,0.0597723217180961,-0.2396176202815322,-1.3825548007563553,-0.5867007493521963,-0.885498046875,-0.302978515625,0.066650390625,751,1022,1021,1022,1023,1,0,0,0,A
-0.5538406146456428,1.0663547461053944,0.0702807276180214,2.0657258911688494,-0.939806709153302,1.0621542124798646,-0.88671875,-0.28369140625,0.068359375,751,1023,1022,1023,1021,1,0,0,0,A
-0.5812808673264526,1.1011690988473326,0.0666440112688739,-1.5831290706632115,-0.1153792282372714,-0.342425940191891,-0.88818359375,-0.284912109375,0.057373046875,763,1023,1022,1023,1022,1,0,0,0,A
-0.6079037418138594,1.134943316985736,0.0588780251082124,-1.4457244905105398,-0.1993486938861263,-0.7546396806499063,-0.888916015625,-0.298095703125,0.045654296875,749,1022,1021,1021,1023,1,0,0,0,A
-0.6004729142345793,1.1519513967484127,0.0645759984306675,1.9435884865886968,-1.8863715946494848,0.573604594159254,-0.89697265625,-0.3037109375,0.04296875,757,1023,1023,1023,1021,1,0,0,0,A
-0.6142391083954656,1.1677995267293508,0.0711261587362061,-0.2167168569227535,-2.016142587015897,0.657574059808109,-0.890869140625,-0.291015625,0.05322265625,750,1021,1021,1021,1023,1,0,0,0,A
-0.6321137895982915,1.1909531517022016,0.0704133372817579,-0.5831290706632115,-1.2680509839624623,-0.059983192100288,-0.8896484375,-0.298828125,0.06298828125,751,1022,1023,1023,1022,1,0,0,0,A
-0.6395910185115576,1.217609584275576,0.0788995241550663,0.4474052804818266,-0.9245395335807828,0.8636809300371167,-0.885009765625,-0.300048828125,0.06103515625,751,1023,1022,1023,1022,1,0,0,0,A
-0.6583888776370476,1.2399048766892553,0.082256884587389,-0.7587015897471809,-1.3825548007563553,0.3445969605714678,-0.8994140625,-0.281494140625,0.05322265625,750,1022,1021,1022,1021,1,0,0,0,A
-0.6720802804210295,1.2578274130799334,0.0855702418408666,-0.1709153302051963,-1.7947685412143706,0.3369633727852082,-0.885986328125,-0.29833984375,0.063232421875,752,1023,1021,1023,1023,1,0,0,0,A
-0.6926997814983368,1.2750009052910714,0.085002295393404,-0.8732054065410741,-1.871104419076966,-0.0523496043140283,-0.883056640625,-0.29248046875,0.067626953125,750,1022,1022,1021,1021,1,0,0,0,A
-0.7016172643466717,1.2969011701347777,0.0871979924436641,0.3252678759016739,-1.3901883885426147,0.2300931437775746,-0.885009765625,-0.302490234375,0.04296875,750,1023,1023,1022,1023,1,0,0,0,A
-0.7343868886334473,1.3159151073836923,0.0946173460273271,-2.0793122767700813,-1.687898312206737,0.7491771132432234,-0.88134765625,-0.29931640625,0.063232421875,753,1022,1023,1022,1021,1,0,0,0,A
-0.7487818741223737,1.337161268618583,0.1116355533374638,-0.2548847958540512,-1.47415785419147,1.7110091743119258,-0.885986328125,-0.303466796875,0.05126953125,750,1022,1022,1023,1022,1,0,0,0,A
-0.7609576846060859,1.3565795514269128,0.1157232136086822,-0.1022130401288604,-1.672631136634218,0.4132992506478037,-0.8994140625,-0.28076171875,0.06787109375,747,1023,1022,1022,1022,1,0,0,0,A
-0.769917106994229,1.3831683291668195,0.117031941166659,0.2641991736115976,-0.939806709153302,0.1461236781287197,-0.893310546875,-0.289306640625,0.068603515625,753,1021,1019,1021,1021,1,0,0,0,A
-0.7843077240087818,1.408419745076681,0.1164433055684592,-0.2701519714265703,-1.069577701519714,-0.0447160165277689,-0.88525390625,-0.287841796875,0.0673828125,755,1023,1023,1023,1021,0,0,0,0,A
-0.7998836906511344,1.442618953587003,0.11664506150312,-0.392289376006723,-0.1764479305273477,0.0468870369073456,-0.896484375,-0.291015625,0.062744140625,750,1021,1022,1023,1023,1,0,0,0,A
-0.8123233041449652,1.4621479750343025,0.1141343725114475,-0.0335107500525245,-1.6268296099166606,-0.2431892989705169,-0.875244140625,-0.29443359375,0.055908203125,750,1023,1023,1021,1023,0,0,0,0,A
0.0207918613843105,0.0429375088756501,-0.0007821805661991,2.676623012816023,0.5597030604384057,-0.0789971286504657,-0.962890625,-0.154052734375,-0.137451171875,762,1023,1022,1021,1022,1,0,0,0,A
0.0442110610991947,0.0988061797460025,0.0005794163682012,2.867462707472512,1.8421458085300089,0.1347433293648014,-0.95263671875,-0.1337890625,-0.115234375,762,1023,1023,1023,1023,1,0,0,0,A
0.0280154380690972,0.1506361391906484,-0.0169334927764363,-1.086735765809931,1.437565655858253,-1.7507528538413055,-0.95654296875,-0.13525390625,-0.107666015625,766,1023,1023,1022,1019,1,0,0,0,A
0.0469659810986784,0.1963573723018956,-0.0182612972112582,2.4705161425870155,0.8345122207437492,-0.1324322431542826,-0.946533203125,-0.145751953125,-0.1318359375,764,1021,1023,1021,1023,1,0,0,0,A
0.0602395784818164,0.2530779777441378,-0.0190483976720703,1.8979970586175496,1.9337488619651235,-0.0789971286504657,-0.943115234375,-0.14404296875,-0.1162109375,764,1023,1023,1023,1023,1,0,0,0,A
0.048690579182418,0.3007308303241591,-0.0306972145793815,-0.5829189719168011,1.0253519154002375,-1.1629665942993208,-0.947998046875,-0.143798828125,-0.11474609375,760,1023,1021,1022,1023,1,0,0,0,A
0.0401499471013141,0.3481537358652244,-0.0322749926406949,-0.2928426360389387,1.0024511520414592,-0.1553330065130611,-0.955078125,-0.143310546875,-0.128173828125,761,1023,1023,1023,1017,1,0,0,0,A
0.0621829550961098,0.397746346602384,-0.0299496551357025,2.7376917151060995,1.2161916100567265,0.2339799705861754,-0.965576171875,-0.138427734375,-0.122802734375,758,1023,1022,1023,1023,1,0,0,0,A
0.0414576349846123,0.4420492323205574,-0.0455087544726651,-1.5523846207717629,0.6818404650185583,-1.552279571398557,-0.953369140625,-0.129638671875,-0.096923828125,761,1021,1023,1021,1021,1,0,0,0,A
0.0238324595131666,0.482770055930214,-0.0398598357016797,-1.1707052314587858,0.338329014636879,0.5698578331815953,-0.9599609375,-0.153564453125,-0.126708984375,756,1023,1023,1023,1023,1,0,0,0,A
0.0598534517847523,0.540969088367999,-0.0295275655852298,4.1880733944954125,2.0864206176903144,1.0355066881434274,-0.949951171875,-0.151611328125,-0.114013671875,763,1023,1021,1023,1023,1,0,0,0,A
0.0485936990287569,0.6005488721771071,-0.0380575044382157,-0.6210869108480987,2.208558022270467,-0.8499894950626795,-0.94921875,-0.1259765625,-0.122314453125,763,1019,1021,1023,1022,1,0,0,0,A
0.0278581052781206,0.6375172962497477,-0.0585382197759889,-1.43788080397787,-0.0357167868898384,-2.040829189719168,-0.9423828125,-0.1552734375,-0.119873046875,757,1021,1023,1023,1023,1,0,0,0,A
0.0788705421982857,0.6897854846031962,-0.0563796782020225,5.6308214860984656,1.4833671825758104,0.2187127950136563,-0.95166015625,-0.135498046875,-0.118896484375,759,1023,1023,1022,1022,1,0,0,0,A
0.0730898115235054,0.7308223560792826,-0.0656304059042848,-0.0180334757335951,0.3612297779956576,-0.9186917851390154,-0.959716796875,-0.14111328125,-0.12451171875,757,1023,1022,1023,1023,1,0,0,0,A
0.0621537163996958,0.7638408751869458,-0.0797069718122156,-0.5218502696267251,-0.4402969395615943,-1.399607815673367,-0.951416015625,-0.14111328125,-0.111328125,758,1023,1023,1023,1021,1,0,0,0,A
0.0732244879644153,0.8300819574298748,-0.0704707075255817,1.760592478464878,2.903214510820085,0.9286364591357938,-0.94287109375,-0.169189453125,-0.111083984375,760,1023,1022,1022,1023,1,0,0,0,A
0.0746082671483555,0.881851755409548,-0.0741404678203175,0.6537222494572446,1.4299320680719936,-0.3614398767420688,-0.951416015625,-0.1298828125,-0.12548828125,762,1023,1023,1021,1019,1,0,0,0,A
0.0603908858319007,0.9207807340379668,-0.0876960119880157,-0.819560193290847,0.15512290776665,-1.3461727011695497,-0.9453125,-0.1474609375,-0.1337890625,757,1023,1023,1021,1022,1,0,0,0,A
0.0964694980871961,0.9733231089570406,-0.0818311125834536,4.195706982281672,1.521535121507108,0.592758596540374,-0.9599609375,-0.154052734375,-0.115478515625,759,1023,1023,1022,1023,1,0,0,0,A
0.0875502023621745,1.0173753610044125,-0.0911766945686441,-0.3539113383290151,0.6589397016597798,-0.9263253729252748,-0.953125,-0.13330078125,-0.122314453125,755,1023,1021,1023,1021,1,0,0,0,A
0.0748033165912109,1.0605025261694765,-0.1046718317573394,-0.6210869108480987,0.5826038237971843,-1.3385391133832902,-0.9404296875,-0.1591796875,-0.1064453125,758,1022,1021,1023,1021,1,0,0,0,A
0.0925975403613833,1.1002513870634782,-0.1027351594080394,2.3560123257931225,0.2390923734155049,0.2034456194411373,-0.957275390625,-0.149169921875,-0.119873046875,758,1021,1021,1019,1023,1,0,0,0,A
0.098614687298688,1.1580547067461482,-0.1052660946257291,1.1117375166328172,2.0329855031864974,-0.2469360599481757,-0.95068359375,-0.128662109375,-0.124755859375,758,1019,1022,1022,1022,1,0,0,0,A
0.0698934709207755,1.208876793624947,-0.1183050941264733,-2.254674697107641,1.3459626024231386,-1.2927375866657331,-0.951904296875,-0.151123046875,-0.12060546875,756,1021,1021,1022,1022,1,0,0,0,A
0.0856978854014278,1.2523908677380122,-0.1141804538443381,2.22624133342671,0.6284053505147416,0.424819665242664,-0.93798828125,-0.16552734375,-0.12548828125,761,1021,1022,1023,1023,1,0,0,0,A
0.1053465432637821,1.307335389079502,-0.1106204297641029,2.478149730373275,1.7505427550948944,0.3637509629525877,-0.955322265625,-0.133544921875,-0.125244140625,759,1022,1022,1023,1022,1,0,0,0,A
0.0704390144988415,1.3422152339392326,-0.1268954150019,-2.918796834512221,-0.2570908326913652,-1.6133482736886338,-0.962646484375,-0.137939453125,-0.097412109375,756,1022,1023,1023,1022,1,0,0,0,A
0.0761879634130007,1.3982357853707,-0.1321582453484978,1.2109741578541913,1.8726801596750469,-0.5141116324672595,-0.949951171875,-0.159423828125,-0.11279296875,761,1021,1021,1021,1023,1,0,0,0,A
0.0989447768039379,1.4562513579682526,-0.1216027232596457,2.8521955318999925,2.071153442117795,1.0660410392884656,-0.95166015625,-0.154296875,-0.111572265625,761,1023,1023,1019,1023,1,0,0,0,A
0.081269547420779,1.509009074951543,-0.1281553604043545,-1.2394075215351217,1.5291687092933677,-0.6438826248336719,-0.949951171875,-0.13037109375,-0.14013671875,757,1023,1023,1021,1023,1,0,0,0,A
0.0679267400589957,1.5416167938844485,-0.1448369013571961,-0.7203235520694728,-0.478464878492892,-1.6515162126199314,-0.945556640625,-0.144775390625,-0.122314453125,758,1022,1023,1023,1023,1,0,0,0,A
0.0889833844856613,1.579752649073538,-0.1476097815500598,2.699523776174802,0.0787870299040545,-0.2622032355206948,-0.950927734375,-0.14990234375,-0.113037109375,758,1022,1022,1021,1021,1,0,0,0,A
0.0866393384252921,1.6231473899397613,-0.1552624415843201,0.3331115624343439,0.5978709993697034,-0.7507528538413054,-0.96044921875,-0.140869140625,-0.1142578125,762,1022,1023,1022,1019,1,0,0,0,A
0.0633967246537194,1.6666253974155143,-0.1689742039932949,-1.6897892009244346,0.6131381749422226,-1.3538062889558091,-0.951171875,-0.15234375,-0.115966796875,758,1021,1021,1023,1023,1,0,0,0,A
0.0723939385669173,1.719085010159484,-0.1639860500782879,1.5697527838083896,1.5291687092933677,0.5164227186777786,-0.94140625,-0.174072265625,-0.1025390625,759,1023,1023,1019,1022,1,0,0,0,A
0.0816234988565496,1.783015964875583,-0.1538216503006216,1.417081028083199,2.6513061138735203,1.027873100357168,-0.9541015625,-0.134521484375,-0.12060546875,758,1023,1019,1023,1022,1,0,0,0,A
0.0569581812016337,1.830951728557061,-0.1692045112777478,-1.8958960711534425,1.0482526787590165,-1.521745220253519,-0.95458984375,-0.1337890625,-0.111083984375,761,1021,1023,1022,1022,1,0,0,0,A
0.0624053770022704,1.8838639120795424,-0.1703365673375665,1.195706982281672,1.5673366482246651,-0.0942643042229848,-0.948486328125,-0.165771484375,-0.13671875,758,1023,1023,1022,1023,1,0,0,0,A
0.0869341958001792,1.939775877524664,-0.1653119910957053,2.966699348693885,1.8497793963162683,0.5164227186777786,-0.9541015625,-0.135986328125,-0.124267578125,755,1021,1022,1019,1022,1,0,0,0,A
0.0682462450617562,1.973718563583414,-0.1825650614776334,-1.26994187268016,-0.3486938861264796,-1.7049513271237484,-0.94140625,-0.13671875,-0.129150390625,756,1022,1022,1022,1021,1,0,0,0,A
0.066201858647579,2.019144609254736,-0.1890709311545871,0.4705161425870157,0.8192450451712301,-0.6286154492611528,-0.952392578125,-0.167724609375,-0.11669921875,760,1021,1021,1023,1021,1,0,0,0,A
0.0824986426952816,2.071037612353208,-0.1854530401103349,2.180439806709153,1.452832831430772,0.3790181385251068,-0.95556640625,-0.144775390625,-0.099853515625,760,1022,1021,1023,1021,1,0,0,0,A
0.0560524391516221,2.125404138559573,-0.1933824408124289,-2.0638350024511523,1.6971076405910774,-0.773653617200084,-0.94580078125,-0.140380859375,-0.11669921875,763,1023,1023,1022,1023,1,0,0,0,A
0.0197777000287597,2.171710167199436,-0.2031960089883719,-2.9645983612297786,0.9032145108200852,-0.9568597240703132,-0.950927734375,-0.16064453125,-0.122314453125,755,1022,1023,1023,1023,1,0,0,0,A
0.0699978175583759,2.213224713138981,-0.1910386852551895,5.531584844877092,0.4146648924994744,1.2339799705861756,-0.9462890625,-0.1416015625,-0.139404296875,760,1023,1021,1023,1023,1,0,0,0,A
0.0686135909167166,2.250191685606551,-0.1995833745900595,0.3865466769381607,-0.0509839624623575,-0.8347223194901604,-0.952392578125,-0.125732421875,-0.118408203125,763,1019,1023,1023,1021,1,0,0,0,A
0.0375263078835973,2.2929783445638905,-0.2149721166192097,-2.460781567336648,0.5444358848658867,-1.5141116324672597,-0.958740234375,-0.151611328125,-0.115234375,758,1022,1023,1022,1021,1,0,0,0,A
0.0812990991941673,2.3438836905016243,-0.2028528203434176,4.974332936480145,1.3688633657819171,1.2339799705861756,-0.984130859375,-0.171630859375,-0.11328125,758,1021,1023,1023,1021,1,0,0,0,A
0.0878240583458993,2.39820985308874,-0.1921334327364743,1.1117375166328172,1.689474052804818,1.0889418026472442,-0.959716796875,-0.1298828125,-0.119140625,756,1023,1023,1022,1021,1,0,0,0,A
0.0508782455639815,2.4432701816251536,-0.2025925171277177,-3.0103998879473357,0.7810771062399324,-1.0179284263603896,-0.953125,-0.164794921875,-0.11083984375,759,1023,1022,1021,1023,1,0,0,0,A
0.0658758056488847,2.500420894700316,-0.2026066254349097,2.06593598991526,1.9795503886826804,0.0202395125709082,-0.960205078125,-0.146484375,-0.13232421875,758,1022,1023,1023,1021,1,0,0,0,A
0.0856636445406162,2.5546554021660017,-0.199798450041486,2.539218432663352,1.689474052804818,0.3026822606625113,-0.937744140625,-0.144775390625,-0.1201171875,762,1023,1015,1023,1022,1,0,0,0,A
0.0808208849562768,2.606708597350881,-0.207696847529393,0.1117375166328171,1.4681000070032912,-0.7660200294138245,-0.951416015625,-0.143798828125,-0.131591796875,751,1016,1023,1019,1017,1,0,0,0,A
0.0860318193086623,2.656295357550253,-0.2159898172197102,1.1346382799915955,1.223825197842986,-0.8041879683451222,-0.95703125,-0.1484375,-0.11083984375,756,1023,1023,1023,1023,1,0,0,0,A
0.078873247639215,2.7046363165687795,-0.2117848225076732,-0.1096365291687095,1.1093213810490927,0.4477204286014427,-0.947509765625,-0.16015625,-0.104248046875,759,1022,1023,1019,1023,1,0,0,0,A
0.1121955937731838,2.7703587675902024,-0.2013308172974263,3.867462707472512,2.8421458085300086,1.0660410392884656,-0.95947265625,-0.1513671875,-0.106689453125,758,1022,1021,1021,1023,1,0,0,0,A
0.1090330984139142,2.8259649765681822,-0.2135818965160956,0.2796764479305269,1.8192450451712303,-1.2011345332306185,-0.94775390625,-0.136962890625,-0.120361328125,760,1023,1019,1023,1023,1,0,0,0,A
0.1335265499789813,2.886992814939082,-0.2085785165380771,3.035401638770222,2.376496953568177,0.5240563064640381,-0.941162109375,-0.155517578125,-0.12548828125,760,1022,1022,1021,1021,1,0,0,0,A
0.1472692988291776,2.9428262977109383,-0.2138663542739124,1.928531409762588,1.8421458085300089,-0.5064780446810001,-0.95458984375,-0.1357421875,-0.12109375,759,1019,1022,1019,1023,1,0,0,0,A
0.1591069904464165,3.001806059489544,-0.2037631931023313,1.7682260662511378,2.1780236711254286,1.0355066881434274,-0.94091796875,-0.162353515625,-0.122802734375,754,1017,1021,1015,1023,1,0,0,0,A
0.1590462894834651,3.052453278836041,-0.2074165296898004,0.5850199593809087,1.3306954268506197,-0.3385391133832901,-0.95556640625,-0.147705078125,-0.1240234375,755,1023,1022,1021,1023,1,0,0,0,A
0.157085928877678,3.095952439750578,-0.2077449923423451,0.4018138525106798,0.6207717627284821,-0.0026612507878702,-0.94775390625,-0.15283203125,-0.1181640625,755,1022,1021,1021,1021,1,0,0,0,A
0.176270355247431,3.137616010211818,-0.2078713592287442,2.56211919602213,0.4451992436445126,0.0202395125709082,-0.94384765625,-0.16455078125,-0.12158203125,753,1021,1023,1022,1023,1,0,0,0,A
0.1811529611732313,3.1815307243327378,-0.2106393875665106,1.081203165487779,0.6589397016597798,-0.2469360599481757,-0.953125,-0.14892578125,-0.119384765625,755,1023,1023,1019,1022,1,0,0,0,A
0.1594426317306963,3.219170135023026,-0.2238536674768619,-1.4913159184816869,0.0329855031864974,-1.2851039988794732,-0.95361328125,-0.156494140625,-0.11865234375,756,1021,1023,1023,1022,1,0,0,0,A
0.1737975950417118,3.263808436067367,-0.2181404985872388,2.1193711044190766,0.7581763428811539,0.608025772112893,-0.92919921875,-0.181396484375,-0.139404296875,753,1021,1022,1022,1022,1,0,0,0,A
0.1885990329251158,3.295819172701748,-0.2186562663583159,2.0506688143427407,-0.5318999929967088,-0.0179284263603893,-0.9619140625,-0.147705078125,-0.124267578125,751,1022,1021,1022,1023,1,0,0,0,A
0.1744160873192991,3.343089957294847,-0.2271763931911615,-0.7813922543595493,0.9948175642551996,-0.8194551439176413,-0.94482421875,-0.150146484375,-0.1044921875,752,1022,1023,1021,1023,1,0,0,0,A
0.1829775561365748,3.395643495608062,-0.2281469335425696,1.5163176693045728,1.5368022970796271,-0.0637299530779467,-0.94384765625,-0.167724609375,-0.1201171875,754,1020,1023,1021,1021,1,0,0,0,A
0.2024292828010565,3.446584436989691,-0.2306292655731874,2.577386371594649,1.3688633657819171,-0.2164017088031374,-0.948974609375,-0.15869140625,-0.106689453125,749,1022,1022,1023,1023,1,0,0,0,A
0.1750039937311965,3.500866013412585,-0.2406039038390821,-2.086735765809931,1.6971076405910774,-0.9644933118565728,-0.946044921875,-0.15234375,-0.094482421875,755,1022,1023,1023,1021,1,0,0,0,A
0.1706770871230198,3.5501104505851813,-0.2444982287317159,0.2186077456404507,1.2009244344842072,-0.3538062889558092,-0.937744140625,-0.15966796875,-0.12158203125,752,1021,1023,1023,1022,1,0,0,0,A
0.1933302226503603,3.5930034439716083,-0.2402963026267458,2.8598291196862524,0.5673366482246652,0.4553540163877022,-0.946044921875,-0.1591796875,-0.111328125,753,1023,1021,1023,1021,1,0,0,0,A
0.2130608496618547,3.6426143843223606,-0.2393657408489779,2.5926535471671683,1.239092373415505,0.1271097415785419,-0.94873046875,-0.1611328125,-0.124267578125,755,1022,1021,1021,1021,1,0,0,0,A
