roll,pitch,yaw,gx,gy,gz,ax,ay,az,flex0,flex1,flex2,flex3,flex4,index_inside,middle_fingerprint,middle_inside_to_ring,ring_tape ,label
-0.5623498861868265,-1.278354825945092,1.0232536823646283,1.5616089790512042,4.3179615880651125,-0.0322771794067411,0.388671875,-0.31787109375,0.730712890625,753,1023,1023,1023,1023,0,0,0,0,Q
-4.430205025046604,-4.078361090102233,-0.2467331252740844,-9.784788850759858,-1.6472091883185085,6.721689193921143,-0.976318359375,-0.22265625,-0.06884765625,923,1023,516,1023,1022,0,1,0,0,R
-2.463947948368592,3.901932340878492,1.092102146748262,4.578774385072094,7.803505795872209,-2.505477806050325,-0.953857421875,-0.138671875,0.02587890625,1023,695,498,1023,1021,1,0,0,0,U
0.9404020324223183,7.423885939893677,1.5802689834426595,0.4705737503078049,3.6023850564604034,2.6601822211277995,-0.9453125,-0.148193359375,-0.127197265625,587,1022,1023,1023,1021,1,0,0,0,A
0.1683181203496508,1.1913959067381907,0.1811037911282894,2.6617990836438654,-1.3878707816442897,-1.9053713341335512,-0.953955911844274,-0.0346554369708278,-0.2431980877252072,1023,1022,1022,1004,421,1,0,0,0,I
-2.889143229136633,1.1414557715988725,0.2022091239296809,-0.2811414890840994,-0.7761954585112074,0.6504659543524567,-0.2866949664824211,-0.4952542156821796,0.6409426406726497,995,659,1021,902,1022,0,0,0,0,P
-9.159645423361791,5.5297376443621005,1.3019944335009492,-1.4061671056625542,-0.9769897522542152,0.6596207655522909,-0.2938823154368829,-0.9434431536482052,-0.1228297548400369,1009,878,477,1022,1021,1,0,0,0,H
-1.469768072371807,1.044564642899235,-0.2547959532204484,-3.109262321032822,2.666584585077568,0.7143208921096139,-0.252685546875,-0.927490234375,0.0869140625,931,667,1013,1022,1019,0,0,0,0,G
-3.059285036262735,1.2142538162689682,0.1816381826282001,0.5170687529696674,1.5632759052332,-1.25576094430177,-0.2788472467209141,-0.5131647326385042,0.6481537756561635,999,659,1023,901,1021,0,0,0,0,P
-0.1300061059970665,-0.1074362239268094,-0.2368649178244455,-0.0610202703796106,-5.941886538578603,-4.806640716535665,-0.6846821507032882,-0.0848497513050916,0.5372311193083101,1021,1021,1023,798,1022,1,0,0,0,O
-1.9916671581628105,4.216503886661134,1.5079391658496468,-4.024449924907279,-3.168758635413096,11.739398465165994,-0.7878826650760903,-0.3887284669235444,0.2507520681047611,975,526,1022,995,1022,0,0,0,0,Z
-0.8954499894230155,4.659031590037278,-0.3796874842258184,4.557882204636179,0.1879683451222074,-0.9333636809300372,-0.937744140625,-0.07861328125,0.06640625,890,1021,403,239,379,0,0,0,0,F
1.157712567729516,5.5511110639085866,3.3732853944443,8.543963811139385,12.42988408255584,-16.764984450098954,-0.47998046875,-0.207275390625,0.6162109375,1023,1017,1023,1023,1023,0,0,0,0,Z
-0.965954913124005,2.017996912160532,-0.1141761997483809,2.1385439964534,0.8072601366201105,0.6374676481578957,-0.9589243796330686,-0.1981197012717725,-0.1314541353207574,1022,770,1021,1022,1022,0,0,0,0,D
-2.1422995308506625,3.5326980240103167,-1.2126024507475426,-0.1888697365180991,0.0634607943152633,-0.952509937735252,-0.69287109375,-0.343017578125,0.439453125,1023,837,904,544,768,0,0,0,0,C
0.0598534517847523,0.540969088367999,-0.0295275655852298,4.1880733944954125,2.0864206176903144,1.0355066881434274,-0.949951171875,-0.151611328125,-0.114013671875,763,1023,1021,1023,1023,1,0,0,0,A
-4.484730421329453,-4.081964192244564,-0.2131535665602952,-4.74662091182856,-4.349499264654387,2.988864766440227,-0.887939453125,-0.09814453125,-0.150390625,923,1021,518,1022,1023,0,1,0,0,R
-0.641761255840876,3.537114159974948,0.2018138435941205,0.3034264003625085,-0.8462128341873192,0.1550420021611072,-0.906005859375,-0.229736328125,0.13916015625,1023,449,465,560,1023,0,0,0,0,W
-3.846764327637106,-4.003986361737607,-0.1465370640740551,1.9938371034386155,-5.502171020379578,1.8819945374325933,-0.950439453125,-0.146240234375,-0.058349609375,896,1023,519,1023,1021,0,1,0,0,R
-0.1146778399681309,0.3147527692645842,-0.2409709268960934,-3.9087839026277833,-3.02821261476765,-5.16790375347381,-0.94921875,-0.031494140625,-0.17138671875,820,1022,1023,969,1019,1,0,0,0,T
-0.4052875097184092,1.409515449408977,-0.6454407442072544,-1.5786048475041337,-0.3723924438034265,-1.0024272698490873,-0.941650390625,-0.14892578125,-0.074462890625,1021,707,495,425,391,0,0,0,0,B
-1.7890535676667003,0.806580789224621,0.0891106859298245,1.6517613278240768,5.230583374185867,-1.7508228867567754,-0.276123046875,-0.644287109375,0.541259765625,1021,715,1023,938,1021,0,0,0,0,P
-0.5952971210390928,0.240945546740934,-0.0288478646140978,2.9930347908678367,-4.129384036303514,-1.4124951630492133,-0.093505859375,-0.94970703125,0.08203125,835,793,442,917,1022,0,0,0,0,H
0.0715023476339647,0.8528530101025598,-0.2957316679424844,2.3133992331234388,1.81496464628698,-0.6539557462975343,-0.939697265625,-0.11083984375,0.049072265625,1023,1023,1023,1023,1022,1,0,0,0,O
-0.2699442600972353,0.328172120892652,0.1514808032523229,-0.888299191217132,3.8867451540250655,3.511044875976429,-0.7728206708777824,-0.3721074039598791,0.2781984639248033,1017,534,1021,1021,1021,0,0,0,0,Z
-0.4293826980881608,0.6175884511067519,0.0539671084138102,-1.0002100987464109,-2.4807059317879405,-0.3359478955108912,-0.940185546875,-0.2021484375,-0.246826171875,883,1023,1023,1023,1023,1,0,0,0,A
