THUMB_FLEX,INDEX_FLEX,MIDDLE_FLEX,RING_FLEX,PINKY_FLEX,BACK_OF_HAND_GYR_X,BACK_OF_HAND_ACC_X,BACK_OF_HAND_GYR_Y,BACK_OF_HAND_ACC_Y,BACK_OF_HAND_GYR_Z,BACK_OF_HAND_ACC_Z,SIGN
164.61662698034814,1005.4658722043347,1005.2002107620428,1004.8039308585863,1005.6502199173159,14128.536188669645,15198.613308025451,10125.16582197367,18523.333978122904,18488.82773535772,15674.798140900171,A
164.1182293693226,1004.7502930209197,1005.3697418226113,1004.5506115515175,1005.3005890014881,19833.79883169494,15243.498446919722,17073.499661495982,15845.113104779302,15254.55288189917,16097.049777287553,A
163.86730815872565,1005.5500122696694,1005.3625001997267,1004.8250734597601,1005.2510346899547,16965.87003563732,17829.55786274721,16367.21681695669,17925.313899921315,15745.405297047831,17826.653612267546,A
163.49557641044817,1005.050817884526,1004.412707524415,1003.9325293325512,1005.4002016097462,14424.48393800628,16414.96871613674,11512.584836349932,14589.457935945858,17155.053296797203,18914.64648099139,A
163.18001326894236,1005.7031258106388,1005.4001963027791,1004.5257942715825,1004.7523445490918,15834.257716351576,14027.868744055682,15695.43287477183,18267.84458046227,20170.100510596392,15279.354259255682,A
162.69690780666582,1004.9289276145561,1005.3603515631246,1004.6535188228303,1005.5633310320484,16891.5289190787,18433.943097027197,15466.903970531766,18242.076289501834,16016.442117846153,13960.326861092482,A
162.39609394067642,1005.6508302690848,1005.6009788990292,1004.9179781824521,1005.1007820519569,23475.76939045327,15295.450084475622,14868.779785409886,15784.501442615034,14661.483311590902,21501.1727008698,A
162.1415038466509,1005.4502931745877,1005.5506349684832,1003.7112325925958,1005.5007845290627,15074.810201581084,17978.893565037673,18639.28119055964,13705.617252891892,12443.471665426428,15590.647672072571,A
162.19766007362608,1005.3507874049401,1005.35005192763,1003.5666606353759,1005.3000244141361,18884.869902346727,15913.63304792073,16400.191536039954,14775.50416842474,16014.932876890036,15846.23715682076,A
162.1976592898307,1005.4512207150617,1005.5500023007564,1004.7211065858767,1005.2376987599544,12921.500331686704,15775.54950937818,12246.36628780609,20849.19421249791,10843.689598952207,14553.41712865896,A
162.14995189686562,1005.6882812976994,1005.2159668171009,1004.3601199113052,1005.0096245680661,13817.385534744924,16092.259732563372,15732.333003872758,17121.709293467768,14993.464130273249,14640.926209794305,A
162.45232919455626,1005.1609865546382,1005.5013671876566,1004.7507967066313,1005.350024415056,18332.96373730284,18377.77056128137,15520.612712566985,16982.783139727406,17670.480535017385,17025.324984581857,A
162.30078119989722,1004.4221437537353,1005.4533211469922,1004.7032350689573,1005.3875000122631,16489.403184225994,13706.098500868398,13920.246010656305,15896.795287007923,5705.9846978686055,18545.284566195496,A
162.26269760420737,1005.3509775161913,1005.6000610828911,1004.4156428335397,1005.3500001463735,10340.875606929267,17134.158022882122,16311.570138882675,14736.294006264226,14077.609002063016,17043.56428051674,A
162.29921552245682,1005.2002445379106,1005.6507812991924,1004.5258492593359,1005.2626985073717,11209.018042877004,17307.883079653686,17730.208529732172,18612.31624777495,14469.805559147124,18452.257348664596,A
162.44706948610505,1005.5507814973893,1004.3000896933206,1004.4504051721112,1004.8013674289189,11322.774088043121,16700.7971289572,21430.509191134275,15113.948045381689,15350.706842545056,17893.37165658994,A
162.4124381518373,1005.7125002384807,1005.6000009060093,1004.8750664476826,1005.500000289195,8423.71500574273,17931.78065912359,22142.92642151929,12723.99405264736,16696.26363443539,16030.33509762347,A
164.08013936752477,1005.2031250171556,1005.4000091642392,1004.3536135929444,1005.1625030652565,11708.337127930248,16710.63830889963,17141.432152918318,15768.941045001062,15022.536248614091,14549.147936686792,A
163.2935841907497,1005.0265626915419,1004.5219512979132,1004.6023561970372,1005.0690918445858,20431.588779274032,15642.537877630579,13985.661338780244,16469.978016540103,15285.914842607055,14269.646341018059,A
163.14369799968705,1005.1625551225825,1005.2501955520056,1003.8537317635133,1004.9627655507724,8352.893512893143,14797.342556782043,12322.593832132332,15505.862700291624,15792.290334115236,16605.562917645504,A
162.6116600034199,1005.2000030549414,1004.9508520611282,1003.5164485201367,1005.4000497818163,14874.182368261896,12505.433846154476,21328.357186297308,17801.115836484692,12989.176222682721,17510.3399440122,A
162.88334654265662,1005.222281277394,1005.5156379705683,1004.565848401246,1004.9505875249113,11065.012580140152,16985.742496125724,14169.807360234456,18391.108429030428,18681.92295371244,16546.64755966456,A
165.46253662090598,1005.1533721946356,1005.6132816352107,1004.4128445271703,1005.4531586053005,8032.7800463124295,19062.995539534284,10834.300623196494,16122.16974572734,10864.522635665116,19070.42451954386,A
164.46665668866248,1004.975391440488,1005.4508301528937,1004.4541942596628,1005.2000000359185,18477.30560050173,15523.406626014734,14936.210128497632,17942.103582872303,15601.435198522242,15949.348583134157,A
164.2127634565063,1005.7625007630022,1005.3782716797848,1005.0039187857119,1005.5033691525732,11366.107563827954,15700.963790263286,12901.31014163987,14783.492997696496,15261.088360493712,18252.148109401292,A
163.91687726482672,1005.600005352699,1005.1000496448812,1004.3803718254169,1005.5031273016875,10686.287151429799,15844.329491242679,12149.694208358103,13257.110151184406,17685.80719130407,13568.215859870665,A
163.4340998848324,1005.3164184570702,1005.6000094056286,1004.500393071998,1005.4000368141144,11745.322520788475,17748.454008874785,14992.02185575775,13546.781218367634,16284.600620461302,19863.630782303895,A
162.84584459963912,1004.8500709656935,1005.005490166756,1004.2129646551617,1005.2252815785041,7368.304606670732,18251.97359479394,18124.93735237431,18560.185736944284,10926.31640614024,15959.426990415765,A
162.49999923259034,1005.8125122070933,1005.6507812500622,1004.251324848906,1005.6658211233249,8018.908930559733,13023.405845173073,21883.471694645854,20086.815039287023,12299.810523819644,17073.849502114044,A
855.9333365148871,749.3280536365446,612.3686440649939,941.8291774231832,568.029858971571,11894.367161764152,15348.489308199514,12514.735891973603,15003.14955933638,13576.60618477932,15498.099387881992,B
872.9453709177682,714.8376426721946,594.576857680071,915.4430093508981,549.8359371045215,14430.11917113214,12631.99080087031,17410.190749984762,18200.84396188314,19136.82815037018,16580.486824096104,B
859.6672381276436,711.757448562196,581.64794109122,899.3026249164292,533.8876168246164,15421.839809415484,17288.830749653345,11565.648452534228,12555.699522332045,11059.970781632455,13703.092374262333,B
857.0989572244565,709.3356230761883,572.6486897218468,889.896041847341,522.5124341325034,17202.572382448987,15282.368092131223,16887.3373974416,17737.865685853838,15600.80907451586,18882.721165471117,B
854.2499131777629,707.7993885220923,566.2466949930055,884.2916189310993,518.2565897619392,10867.986936496769,14714.12446805814,11556.473369354564,19921.392227337463,13733.238815827983,16892.773665054312,B
852.9859328575563,705.1140575720701,558.1732376387972,877.2935413291622,513.1388916371053,12001.284869740643,17318.93358448019,19284.079757039446,20663.484717811316,16874.218274617764,16515.883497091174,B
853.6833028912664,699.5433383829808,548.093744866271,870.2937246604776,511.0195031998084,14301.062285971091,17535.780781636084,16338.267973469905,18850.21757823784,13780.576315735301,14423.975628783297,B
852.3499895193243,695.9664072641294,544.580988803619,866.635985138111,509.2250082912715,12765.443956791494,19022.845402730396,18839.713145635178,15666.324869529013,15175.254260378642,14185.731486182875,B
852.6522949709477,695.266658323595,541.7852860492796,864.0823313954594,507.5486847093274,13346.289326611126,15101.579663709486,12098.210991335047,16847.35960778634,20058.594871615693,19119.075936636043,B
850.9524021713211,695.8166145712707,540.1263546904489,863.706444019506,507.03775640729054,13084.277847599718,12402.505402184384,14527.894836435657,17006.294340633478,14434.75874281619,13778.538298227464,B
849.764794389411,694.4854671293217,538.5667132694512,861.2632881829686,505.7803539927759,13176.680978122016,17363.071643216186,14946.964200344726,15644.067538099658,15005.341770118588,16291.272089444154,B
850.5589066333447,692.654294695188,537.7459277470987,859.7425711484332,503.58887974490807,20969.947658933503,14045.237400209235,20155.961885306708,16683.33222542439,14470.567797051292,14128.253002938902,B
848.4115730142146,692.6814707388321,537.0155859136744,859.5729607747502,503.0580384244853,15761.154569871103,15699.722717944236,12876.333018921056,12770.306920404038,17040.09230601305,19072.186626811912,B
845.8700825859644,691.9792675716168,535.0651061250721,857.9416691293922,501.9245294287266,15715.54086781281,16510.066268354203,14416.52108403712,15533.170473361195,14406.98544978751,14617.45622432893,B
840.8624348486426,666.8809973402289,533.4016797205907,858.6686481606782,502.01301218701883,18210.068565192323,17323.118165175445,14282.381982822262,15539.480814556873,16037.092063881573,15000.095761306991,B
838.3109892027671,652.0555989310168,528.6355670296758,855.3724013444789,501.4435765866634,18050.881085068842,15955.197594493036,19237.494381257133,19252.86668612506,14254.021586623916,12834.460649005498,B
715.9955297329192,184.03001225790817,154.43748678678293,2.9500000000000455,370.1347835227306,15951.188628873182,16528.817152828975,13701.532518071905,15018.674930408117,15738.811310625368,14718.180920296534,B
811.045806917052,251.5831816981276,156.75112665198168,331.91137639335597,455.4222396974712,13582.551143336354,14088.605873369766,18132.165060751166,13091.299619707337,18791.1253506429,18232.53198021641,B
791.0102186246936,232.4336467264548,177.04789489099136,2.9500000000000455,421.3401166348316,17709.398805325858,16837.65950640346,14969.89852235166,18388.617032172457,17613.506653718156,17194.760794646187,B
786.2730379816064,204.27515864509027,156.84559792802366,218.46174653867402,397.86460974734024,15683.86502674641,20466.437830947238,13776.369264827266,14809.320284452766,14266.171037895381,17849.451225568857,B
835.9664887154995,186.79578528309472,139.45077799138113,196.71739912741288,373.96271478294545,18006.779206712454,14808.9918568008,11977.107455841207,12901.59467831584,17543.097879745088,18241.62905006644,B
821.5267783213454,198.29507980208913,134.23014342014903,82.49999980327985,379.69590731921915,20613.85075666415,16603.635019900044,16103.96439496928,17725.266025446,19566.551160275987,18183.063097274084,B
776.8324031483569,173.07817888674762,118.98255132040808,2.9500000000000455,272.34977324430395,16488.143496934452,16367.287694579692,17230.39321254912,15992.959064423854,15885.832805207305,14355.220255425878,B
772.6119341287028,171.54999998411972,117.70097657535425,2.9500000000000455,269.83240444543617,15255.212758911342,16298.642655573374,12989.623101040112,14022.261981312633,17636.724349371914,15419.98469223668,B
769.9033888639841,170.77506176536235,116.86740139598824,2.9500000000000455,267.3325398530038,16328.65913907678,10098.292731711568,16302.900054781665,13338.046466909742,16164.794606286658,16136.098408424892,B
769.0767888047019,170.0572907160218,116.8675091343146,2.9500000000000455,265.94939859862535,17044.279987379614,18078.403619155502,13034.607521419777,14814.613822651354,14443.508117618587,16716.706993448115,B
769.0631332976957,169.99264626900612,115.88411463101957,2.9500000000000455,265.2666015632577,14330.419526547168,18580.62271981968,18228.277710080365,18576.134727448494,18363.65825395704,15838.493279812557,B
767.9595521484277,169.86666668157415,115.44681394024678,2.9500000000000455,264.0205721187787,15136.720860286145,17177.691745063225,17668.70888918102,16672.758026371805,17536.755098902966,12649.919460812785,B
767.6736099522733,169.4832959036117,114.79766850789488,2.9500000000000455,263.64817765549503,14279.56747935202,17241.0044004132,18002.8301779537,15650.860299521486,16265.563301708384,14506.126071085188,B
766.0061931729466,169.77068339086327,114.21276041666825,2.9500000000000455,265.858488988127,12897.412577252133,14590.530737671952,12196.598246462969,16755.06030960027,20424.082617391992,17485.596947625978,B
765.0473265501581,169.14524832567912,113.28625385061318,2.9500000000000455,264.3800092050968,17535.7727588902,14692.582271509189,19041.622242086112,15831.758161521866,16089.095300403973,16599.575829403413,B
766.6124058275587,169.56990248754605,112.60019451864142,2.9500000000000455,264.069819887238,13530.711829614069,17496.819876719856,17463.170237602135,20368.69715603207,18635.470347200957,19121.148277073877,B
765.8508698026362,170.12599574799583,111.75944010322064,2.9500000000000455,264.52608749071,17561.006827076395,19680.093618410006,15240.778107442637,16189.584290112112,13367.421806444409,17188.83904435714,B
772.711751257771,170.27589193983363,111.60259175674555,2.9500000000000455,265.5023435711903,21146.01685556949,16657.692863447734,15763.804767281403,16310.960796625004,17940.825277126445,15272.082421989846,B
768.3124088297922,170.40392251109657,111.5541168699211,2.9500000000000455,266.39978532003613,16244.203005705243,18963.211435073626,15066.972817809507,13438.44714976382,14580.595086632256,14577.446929915872,B
762.8827096292084,170.32495524089094,111.31661707187864,2.9500000000000455,266.1458341471301,14058.989137994009,17372.708948985535,15282.051099847293,17586.911914219905,17869.884092661716,16847.99095636158,B
760.6179048164768,172.72270851558082,111.04166113517108,2.9500000000000455,268.09393303694304,17427.60083164355,15258.1510718077,17183.061598978926,14296.282565389149,16304.152689467295,16247.189134287488,B
765.2351687880457,169.96743591252647,112.05000000298196,2.9500000000000455,270.590642776034,11903.533637150018,14731.612778495648,16297.494218739976,17403.134311681897,17831.649142080798,17272.602033152423,B
758.3499936529086,172.77999976395586,111.6166658908633,138.07574563422818,273.8877571227545,12238.987311344568,14338.758766727075,17563.060356407386,16300.925773830855,20341.891078522684,15266.709538653264,B
771.3698573360407,176.8672546347601,109.26352233583839,76.49999154104948,274.3197392908344,15730.96852384495,17075.22546689537,16261.337272157665,18791.529553832886,14290.270668320842,17576.255683736515,B
780.5350950616106,175.91604434283585,107.38318684891246,68.49788306038832,269.8632169366072,13694.48342013116,18244.76190983783,16580.66388732111,14606.163542615435,18429.991620499593,12895.578853144716,B
778.4533975581265,176.315860048886,105.90333581213,123.64981592815153,262.8634368998438,17423.318815070692,20116.94404912682,15908.526696407338,18333.793476877327,17638.15140116847,16196.9736904952,B
773.4744547061,177.33357728424693,105.21998697619074,127.1156738400307,240.15234314824306,12907.35642592618,18414.910057408313,14837.953969878563,15204.324173771878,15729.791724225151,15285.882470018507,B
771.604362577488,176.5072870376198,104.63253982837527,126.16334635396993,237.32584719042038,12482.400952582484,20105.77864984596,13661.62649604292,16067.969867798616,15277.188998749367,14848.547156890223,B
773.3386099002767,174.88334863910814,103.23750000298182,125.42078068360865,236.5585568865206,14461.207172276292,13276.260684402863,15496.14198693844,15534.801173061831,16518.766500779246,17818.834715509824,B
771.1765415887735,174.1906715365006,102.9031380206939,125.19503815875892,235.41377354865344,17111.34207451638,16525.66874210447,17285.013003584405,16051.130942379143,14154.032038943318,16198.464748090148,B
770.2949767705079,173.80000095446593,102.41759438894618,124.83411454757247,234.38336917938017,17881.193283794164,20002.79531950246,16238.46112536185,13243.384642063955,14100.197124853603,17784.003630457817,B
769.2431780082749,173.66352615361953,101.97921649633754,124.599740408856,233.58051371476608,15629.2476299242,18380.96178169373,17893.729134567304,19550.135851445702,13805.816098871548,18701.978458471065,B
767.5642190108225,173.61236651252526,101.96999924883089,124.1499472109534,232.7033243299054,19667.07900340834,16700.225595337477,16928.194315399818,18946.316015166325,15637.386797156962,18044.25207244802,B
768.4064614029876,173.26998691618815,101.63327210738262,124.04693679631937,232.2820620093533,13715.027827227055,13851.886361446912,17616.44428682665,14143.34123114353,19057.811366916507,18321.013222659392,B
766.2650276639685,173.31673894566842,101.33256424268242,123.76266174315506,231.48328430236037,16914.08625467218,15642.678538026486,15207.27633755605,17936.779929543925,11870.101230037468,13168.18416859278,B
766.7604616441488,173.5627573132602,101.08357772425283,123.46660137494628,230.94506591137073,16050.053368455876,13940.998935681497,17519.074822919705,14503.48231650655,17313.075522631872,18150.734448007344,B
766.8062872564024,173.35724284073194,100.78437479714398,123.35104084384216,230.837292180897,15206.96396706357,16187.00158326303,12847.35801591074,15155.220080002764,16728.30523502723,16485.18177519112,B
765.0868265154822,173.70018536170969,100.39687499702131,123.16661783848227,230.10025639770294,16723.7025147316,18148.70979984341,15570.152575458027,13993.476695186862,16303.53751512341,16809.912642210384,B
764.3137194086581,174.05000001191198,100.26562514305252,123.11665431359424,229.35099645952374,15823.786335970048,17998.835568678725,19155.4269195137,18807.213525032228,14604.865453443106,16432.736183957673,B
764.8003599048913,175.17161377196794,99.61647130345473,122.71686218480677,229.2158740172817,13777.97446836344,18672.9337455947,15721.855551399542,14544.828092803658,17956.69111972726,15511.243479505069,B
765.181162980748,176.55009864568828,99.566617597703,122.8176432403473,229.5623697797476,13952.568316441064,13911.560476326029,18165.607238303415,14892.622697472321,16886.613373584987,21539.606513006438,B
766.5932269584018,178.1426957418665,99.6656901009549,122.66902263608554,229.01744792858238,18928.171667535855,15354.215429886259,13878.545960919879,17179.810569120156,17381.69287097078,15432.438206242086,B
765.6049111463983,178.75432768042236,99.40649819790228,122.57960879008169,229.3197795065766,11081.213989111398,14235.534748238832,13087.666661052961,17996.77502047204,20453.054394294195,16924.030237898252,B
765.8674197098077,178.71686221782957,99.22839743297641,122.1825520266962,228.34666240710885,16308.367813194962,17096.019863840786,19663.611231474824,16101.178611607033,19587.422442504787,11934.273677563331,B
764.8529685806565,179.00391110301211,98.76749699812845,122.17923501017208,227.3968260162916,18093.189596122673,19183.284882323092,11678.440613759183,18510.323073555133,15372.915767589036,15004.037582161565,B
765.1570961066014,178.5301563906346,98.28430989583467,121.97155430813822,226.42584328727838,12089.734731961804,14980.049411672506,13324.465309356654,14059.98823781507,13861.865157395321,19315.01036133228,B
765.9478672095383,178.12313068708053,98.03417868309825,121.8365071145674,226.32676186883631,11442.117796355327,15914.618528755163,20658.47381237519,19864.407401624085,17693.112052390035,16477.43118526254,B
765.1949473871874,178.04655050834222,97.6960937371025,121.64612707764408,225.4302083303556,12058.813966668482,16270.218375537283,14554.759918157713,17055.115501821736,17667.430466166443,17427.153777581396,B
764.599854954743,176.7966339715349,97.69658203050567,121.49041727165495,225.04275716966126,18613.39462487369,16443.165525538534,16338.648652619038,17510.742934079237,14319.055214103917,18879.3915667403,B
767.2722593967623,176.4533823164324,97.2882446281636,121.33803324694841,223.80255667339733,17160.097549430873,17653.883539085382,19511.940415379784,15850.971501819638,15040.00138016853,16097.61109038666,B
764.4586747870854,176.16730143227906,97.20020828225393,121.1374999841701,223.3168100992844,15124.647389592166,15063.659908928374,14145.716941182716,17132.32141265579,12355.909743123182,15965.701232412723,B
763.5505317255152,175.45890453338515,97.36254881620539,120.89995118677749,222.36430242850844,15930.611139423021,14479.301833086934,15482.667517823229,16225.413646963749,17705.5173640262,12277.794995859756,B
762.1634353420975,175.24662794876645,96.95410234052856,2.7500000000039106,222.7294261286832,17172.930486588662,14713.560194012596,13896.64190249259,12990.57616799176,14994.996331731978,15118.848453229508,B
760.6955302780823,173.76640706356844,97.0125526906938,2.9500000000000455,222.04642004588123,20984.5689478166,18561.37601888303,14105.351557714073,15810.693363766579,17133.897115117983,15656.478965737053,B
758.6877922058108,173.3002474466992,96.71725257728421,2.9500000000000455,221.49999102050182,17160.997206881853,16566.497851780623,18198.758783084464,17123.13757918241,16498.340084454318,16117.941555992758,B
756.8507472546478,173.17994791867144,96.37911788918382,2.9500000000000455,220.9000459321469,16024.000612459471,15697.620789304148,17102.03774381097,14587.583986144298,12762.83716857462,12814.190168777759,B
756.9918007182421,172.9291271517352,95.76926776964146,2.9500000000000455,220.18234965001267,9683.104404957954,16275.608155123278,10986.577392506366,18396.140519904733,16588.16605230154,13990.065169156462,B
757.4587850906921,172.76433589036623,95.48332951863753,2.9500000000000455,220.12916686640364,15273.601807353518,18390.39958609166,17950.761280876384,14858.031597459962,15801.966328822458,18322.75421114174,B
757.0868722855732,172.6643261565698,95.63567627196362,2.9500000000000455,219.18745020225037,13647.681607598031,14041.990966987762,13468.000851637504,13520.693712872968,18705.456235050493,18431.64939164,B
754.9437503338066,172.61437199519574,95.44505132022073,2.9500000000000455,218.18749618684643,16545.872042160274,18292.72036738709,14234.578799821116,15495.763612293798,14695.191614591622,15355.090128764534,B
752.9676169479555,172.9666668583239,95.43333337816634,24.749328613281296,218.8348968354435,15692.840464003995,13541.87848303226,15393.05909792963,15636.687320404211,18205.573249487472,14407.30231223898,B
753.3089340621655,175.33516833468602,95.43019613822449,119.48014419555902,219.56354188523227,12769.60544296772,17264.387553108107,18534.255207892485,19405.044317672553,16911.041376041616,18271.870961347617,B
753.8453667792311,176.03351641302243,96.3207560094711,119.55734054639247,221.07166768387378,15770.13028978566,13644.151048184824,15972.464368657975,18569.3364496826,16791.734826987347,17349.504471478835,B
753.6568249652403,175.53312199606867,95.8176595044034,119.21752503712791,221.93074549956978,15534.327681105788,16469.49743084558,13305.824658649955,16395.50839021017,13311.490129538934,15453.835841433067,B
756.7648012184793,173.6133448871423,95.28353170876576,118.82084573111584,220.51739679966823,16263.027343641026,17813.607696940948,12736.862011962254,13942.769080198492,16376.464875642643,19512.93478285141,B
757.9915441061628,173.2906563558303,95.27809728061307,118.74500349437476,221.08351536092067,21201.654826682672,14550.050320581262,12172.966048237828,18028.391155279598,14546.603351295144,15983.93502182575,B
758.7450675815566,175.21725591104305,95.3301963170617,118.87006739055232,221.64608153197,20433.921579659123,17871.958497300784,16328.254596576275,15571.935058993065,17204.450632568063,17638.026887851556,B
759.7990323058673,176.74681393228607,95.53351338327407,119.42995179191375,221.61754055377384,15292.808895914186,14805.561731343865,16575.082829810828,14342.3135544169,14816.783744960276,16306.165743565769,B
759.0522352241908,177.11249599462585,95.28387050218639,119.30828450129638,222.13041604434557,12078.9349103952,18518.247926558444,12687.385365066635,15910.350700004929,16877.94853255715,19544.422427532543,B
759.2095397900782,176.6611360669891,95.23666437467091,118.74584650596167,222.91686502782062,9252.962686349743,13260.93025716838,16926.358376751312,15197.222942768965,13917.328927502327,16088.201013215254,B
758.9460774390107,176.45319902082625,95.18353170448418,119.12011229874129,223.55102920837967,22198.13689915321,18324.28109117968,16326.767212625171,13665.367179436464,17221.133856592875,14066.897142171574,B
756.4616749946399,176.11426189043937,95.27104108830508,118.78334560001477,222.83332007613126,14591.742973325052,19988.342899944088,10941.67072981617,17752.065883579024,17966.841848375403,20272.742513639198,B
757.0517714983774,175.25228072221958,94.79604490696329,118.43647441859443,222.5737377834858,11345.679382085804,16939.924466858727,19072.660316619957,12225.308632279504,16779.30247514287,15473.712299112103,B
776.4701065814819,172.5166675169824,94.54921874770807,117.6658854007273,220.66686173682788,14452.998051062168,17106.87555405185,12000.762446203826,17003.36035689542,18308.646716132775,13566.554794508109,B
771.3738344914416,173.27485528465013,94.21640610991895,116.92936201493126,220.85927740732058,14145.719513985061,17804.29346484066,17456.359891403565,20428.64514899582,16109.604031186525,17917.302582029,B
775.1608989075028,200.58376871891915,93.81660176911832,116.76691371317489,221.88308899964082,20335.01032478091,15517.438060146731,16034.038828235507,17652.97802476578,15432.58742770851,18828.566880473343,B
770.5599975527457,197.43227548618057,93.51647135398184,116.37936585739726,221.83406910522854,21021.52618239166,15541.55964498833,18201.459011646824,11359.855236645606,18316.80907056244,15667.89376083611,B
