label,roll,pitch,yaw,gx,gy,gz,ax,ay,az,flex0,flex1,flex2,flex3,flex4,index_inside,middle_fingerprint,middle_inside_to_ring,ring_tape 
A,-0.3856892079392581,0.831824039409115,0.04369264163639593,-0.644197772953288,-1.9474402969395617,0.6423068842355899,-0.895751953125,-0.292236328125,0.048828125,756,1023,1023,1023,1023,1,0,0,0
A,-0.41013294548947116,0.859597005701038,0.04815400313416021,-1.224350444709013,-0.8024021290006301,0.4591007773653609,-0.893798828125,-0.306640625,0.057861328125,751,1021,1021,1015,1022,1,0,0,0
A,-0.4216610831773705,0.8904453747075812,0.059623872934723085,0.01992436445129231,-0.5123257931227676,1.1613908537012387,-0.892578125,-0.296142578125,0.049560546875,753,1021,1023,1023,1023,1,0,0,0
A,-0.4350971501156952,0.8996364358222697,0.06057101287638894,-0.209083269136494,-2.687898312206737,0.09268856362490285,-0.9033203125,-0.28466796875,0.046142578125,757,1023,1023,1023,1023,1,0,0,0
A,-0.4511705688559177,0.9150419489297306,0.05696070620633551,-0.41519013936550153,-2.0466769381609353,-0.3576931157644101,-0.87646484375,-0.289794921875,0.055908203125,756,1023,1022,1023,1023,1,0,0,0
A,-0.4703174054806705,0.9329180179484884,0.05714570785982606,-0.7052664752433642,-1.7947685412143706,0.023986273548566972,-0.8837890625,-0.298583984375,0.04931640625,760,1022,1022,1023,1021,1,0,0,0
A,-0.4669323096755953,0.9561540801344619,0.06180035536427616,1.523741158344422,-1.2680509839624623,0.47436795293788003,-0.89453125,-0.297607421875,0.066162109375,753,1021,1023,1022,1023,1,0,0,0
A,-0.5060725833110775,0.9801313425902077,0.05933624337350631,-2.7281672386021425,-1.1917151060998668,-0.23555571118425744,-0.88330078125,-0.290771484375,0.05029296875,761,1022,1022,1023,1023,1,0,0,0
A,-0.5451399108094089,1.0160390283761385,0.06424095595082785,-2.6976328874571047,0.006758176342881339,0.5125358918691777,-0.880126953125,-0.299560546875,0.050048828125,750,1022,1019,1022,1021,1,0,0,0
A,-0.5107396137305735,1.0186414251203633,0.06795478029135278,4.584809860634499,-3.3443868618250576,0.3598641361439868,-0.900390625,-0.2880859375,0.056884765625,751,1023,1022,1021,1021,1,0,0,0
A,-0.5484464176156068,1.0177446205982317,0.06572774068101328,-2.6365641851670283,-3.6955318999929965,-0.23555571118425744,-0.875,-0.2744140625,0.095458984375,757,1021,1023,1023,1023,1,0,0,0
A,-0.5631804828587491,1.0396367706700496,0.05977232171809619,-0.23961762028153222,-1.3825548007563553,-0.5867007493521963,-0.885498046875,-0.302978515625,0.066650390625,751,1022,1021,1022,1023,1,0,0,0
A,-0.5538406146456428,1.0663547461053944,0.07028072761802148,2.0657258911688494,-0.9398067091533019,1.0621542124798646,-0.88671875,-0.28369140625,0.068359375,751,1023,1022,1023,1021,1,0,0,0
A,-0.5812808673264526,1.1011690988473326,0.0666440112688739,-1.5831290706632115,-0.11537922823727143,-0.342425940191891,-0.88818359375,-0.284912109375,0.057373046875,763,1023,1022,1023,1022,1,0,0,0
A,-0.6079037418138594,1.1349433169857361,0.05887802510821241,-1.4457244905105398,-0.1993486938861263,-0.7546396806499063,-0.888916015625,-0.298095703125,0.045654296875,749,1022,1021,1021,1023,1,0,0,0
A,-0.6004729142345793,1.1519513967484127,0.06457599843066752,1.9435884865886968,-1.8863715946494852,0.573604594159254,-0.89697265625,-0.3037109375,0.04296875,757,1023,1023,1023,1021,1,0,0,0
A,-0.6142391083954656,1.1677995267293508,0.07112615873620616,-0.21671685692275355,-2.0161425870158975,0.657574059808109,-0.890869140625,-0.291015625,0.05322265625,750,1021,1021,1021,1023,1,0,0,0
A,-0.6321137895982915,1.1909531517022016,0.07041333728175794,-0.5831290706632115,-1.2680509839624623,-0.05998319210028802,-0.8896484375,-0.298828125,0.06298828125,751,1022,1023,1023,1022,1,0,0,0
A,-0.6395910185115576,1.2176095842755759,0.0788995241550663,0.4474052804818266,-0.9245395335807828,0.8636809300371167,-0.885009765625,-0.300048828125,0.06103515625,751,1023,1022,1023,1022,1,0,0,0
A,-0.6583888776370476,1.2399048766892553,0.082256884587389,-0.7587015897471809,-1.3825548007563553,0.3445969605714678,-0.8994140625,-0.281494140625,0.05322265625,750,1022,1021,1022,1021,1,0,0,0
A,-0.6720802804210295,1.2578274130799334,0.08557024184086666,-0.17091533020519634,-1.7947685412143706,0.33696337278520827,-0.885986328125,-0.29833984375,0.063232421875,752,1023,1021,1023,1023,1,0,0,0
A,-0.6926997814983368,1.2750009052910714,0.08500229539340405,-0.8732054065410741,-1.871104419076966,-0.05234960431402835,-0.883056640625,-0.29248046875,0.067626953125,750,1022,1022,1021,1021,1,0,0,0
A,-0.7016172643466717,1.2969011701347775,0.08719799244366419,0.32526787590167394,-1.3901883885426147,0.23009314377757462,-0.885009765625,-0.302490234375,0.04296875,750,1023,1023,1022,1023,1,0,0,0
A,-0.7343868886334473,1.3159151073836923,0.09461734602732716,-2.0793122767700813,-1.687898312206737,0.7491771132432234,-0.88134765625,-0.29931640625,0.063232421875,753,1022,1023,1022,1021,1,0,0,0
A,-0.7487818741223737,1.337161268618583,0.11163555333746383,-0.2548847958540512,-1.47415785419147,1.7110091743119258,-0.885986328125,-0.303466796875,0.05126953125,750,1022,1022,1023,1022,1,0,0,0
A,-0.7609576846060859,1.3565795514269128,0.11572321360868225,-0.10221304012886046,-1.672631136634218,0.4132992506478037,-0.8994140625,-0.28076171875,0.06787109375,747,1023,1022,1022,1022,1,0,0,0
A,-0.769917106994229,1.3831683291668195,0.11703194116665903,0.2641991736115976,-0.9398067091533019,0.14612367812871974,-0.893310546875,-0.289306640625,0.068603515625,753,1021,1019,1021,1021,1,0,0,0
A,-0.7843077240087818,1.4084197450766813,0.11644330556845925,-0.2701519714265703,-1.069577701519714,-0.04471601652776891,-0.88525390625,-0.287841796875,0.0673828125,755,1023,1023,1023,1021,0,0,0,0
A,-0.7998836906511344,1.442618953587003,0.11664506150312,-0.392289376006723,-0.17644793052734775,0.046887036907345636,-0.896484375,-0.291015625,0.062744140625,750,1021,1022,1023,1023,1,0,0,0
A,-0.8123233041449652,1.4621479750343025,0.11413437251144753,-0.033510750052524574,-1.6268296099166606,-0.2431892989705169,-0.875244140625,-0.29443359375,0.055908203125,750,1023,1023,1021,1023,0,0,0,0
A,0.02079186138431057,0.042937508875650135,-0.0007821805661991752,2.676623012816023,0.5597030604384057,-0.07899712865046571,-0.962890625,-0.154052734375,-0.137451171875,762,1023,1022,1021,1022,1,0,0,0
A,0.04421106109919474,0.09880617974600259,0.0005794163682012754,2.867462707472512,1.8421458085300086,0.13474332936480143,-0.95263671875,-0.1337890625,-0.115234375,762,1023,1023,1023,1023,1,0,0,0
A,0.028015438069097277,0.15063613919064844,-0.016933492776436302,-1.086735765809931,1.437565655858253,-1.7507528538413055,-0.95654296875,-0.13525390625,-0.107666015625,766,1023,1023,1022,1019,1,0,0,0
A,0.04696598109867849,0.19635737230189568,-0.018261297211258243,2.4705161425870155,0.8345122207437492,-0.1324322431542826,-0.946533203125,-0.145751953125,-0.1318359375,764,1021,1023,1021,1023,1,0,0,0
A,0.06023957848181642,0.25307797774413787,-0.019048397672070373,1.8979970586175499,1.9337488619651233,-0.07899712865046571,-0.943115234375,-0.14404296875,-0.1162109375,764,1023,1023,1023,1023,1,0,0,0
A,0.04869057918241805,0.3007308303241591,-0.030697214579381554,-0.5829189719168011,1.0253519154002377,-1.1629665942993208,-0.947998046875,-0.143798828125,-0.11474609375,760,1023,1021,1022,1023,1,0,0,0
A,0.040149947101314115,0.34815373586522447,-0.032274992640694965,-0.2928426360389387,1.0024511520414592,-0.15533300651306114,-0.955078125,-0.143310546875,-0.128173828125,761,1023,1023,1023,1017,1,0,0,0
A,0.06218295509610982,0.397746346602384,-0.029949655135702573,2.7376917151060995,1.2161916100567263,0.23397997058617548,-0.965576171875,-0.138427734375,-0.122802734375,758,1023,1022,1023,1023,1,0,0,0
A,0.04145763498461231,0.44204923232055743,-0.04550875447266511,-1.5523846207717629,0.6818404650185583,-1.5522795713985573,-0.953369140625,-0.129638671875,-0.096923828125,761,1021,1023,1021,1021,1,0,0,0
A,0.023832459513166638,0.482770055930214,-0.039859835701679766,-1.1707052314587858,0.33832901463687903,0.5698578331815953,-0.9599609375,-0.153564453125,-0.126708984375,756,1023,1023,1023,1023,1,0,0,0
A,0.05985345178475239,0.540969088367999,-0.029527565585229808,4.1880733944954125,2.0864206176903144,1.0355066881434274,-0.949951171875,-0.151611328125,-0.114013671875,763,1023,1021,1023,1023,1,0,0,0
A,0.048593699028756966,0.6005488721771071,-0.0380575044382157,-0.6210869108480987,2.208558022270467,-0.8499894950626795,-0.94921875,-0.1259765625,-0.122314453125,763,1019,1021,1023,1022,1,0,0,0
A,0.027858105278120694,0.6375172962497477,-0.05853821977598898,-1.4378808039778699,-0.03571678688983848,-2.040829189719168,-0.9423828125,-0.1552734375,-0.119873046875,757,1021,1023,1023,1023,1,0,0,0
A,0.0788705421982857,0.6897854846031962,-0.05637967820202251,5.6308214860984656,1.4833671825758104,0.21871279501365637,-0.95166015625,-0.135498046875,-0.118896484375,759,1023,1023,1022,1022,1,0,0,0
A,0.07308981152350541,0.7308223560792826,-0.06563040590428489,-0.01803347573359515,0.3612297779956576,-0.9186917851390154,-0.959716796875,-0.14111328125,-0.12451171875,757,1023,1022,1023,1023,1,0,0,0
A,0.06215371639969588,0.7638408751869458,-0.07970697181221564,-0.5218502696267251,-0.4402969395615943,-1.3996078156733667,-0.951416015625,-0.14111328125,-0.111328125,758,1023,1023,1023,1021,1,0,0,0
A,0.07322448796441532,0.8300819574298748,-0.07047070752558177,1.760592478464878,2.903214510820085,0.9286364591357938,-0.94287109375,-0.169189453125,-0.111083984375,760,1023,1022,1022,1023,1,0,0,0
A,0.0746082671483555,0.881851755409548,-0.07414046782031757,0.6537222494572446,1.4299320680719936,-0.3614398767420688,-0.951416015625,-0.1298828125,-0.12548828125,762,1023,1023,1021,1019,1,0,0,0
A,0.060390885831900755,0.9207807340379667,-0.08769601198801574,-0.819560193290847,0.15512290776665005,-1.3461727011695497,-0.9453125,-0.1474609375,-0.1337890625,757,1023,1023,1021,1022,1,0,0,0
A,0.09646949808719617,0.9733231089570406,-0.08183111258345367,4.195706982281672,1.521535121507108,0.592758596540374,-0.9599609375,-0.154052734375,-0.115478515625,759,1023,1023,1022,1023,1,0,0,0
A,0.08755020236217456,1.0173753610044125,-0.09117669456864419,-0.3539113383290151,0.6589397016597798,-0.9263253729252748,-0.953125,-0.13330078125,-0.122314453125,755,1023,1021,1023,1021,1,0,0,0
A,0.07480331659121092,1.0605025261694763,-0.10467183175733942,-0.6210869108480987,0.5826038237971843,-1.3385391133832902,-0.9404296875,-0.1591796875,-0.1064453125,758,1022,1021,1023,1021,1,0,0,0
A,0.09259754036138336,1.1002513870634782,-0.1027351594080394,2.3560123257931225,0.23909237341550493,0.20344561944113732,-0.957275390625,-0.149169921875,-0.119873046875,758,1021,1021,1019,1023,1,0,0,0
A,0.09861468729868803,1.1580547067461482,-0.10526609462572918,1.1117375166328172,2.0329855031864974,-0.2469360599481757,-0.95068359375,-0.128662109375,-0.124755859375,758,1019,1022,1022,1022,1,0,0,0
A,0.06989347092077552,1.208876793624947,-0.11830509412647335,-2.254674697107641,1.3459626024231386,-1.2927375866657331,-0.951904296875,-0.151123046875,-0.12060546875,756,1021,1021,1022,1022,1,0,0,0
A,0.08569788540142786,1.2523908677380122,-0.11418045384433813,2.22624133342671,0.6284053505147416,0.424819665242664,-0.93798828125,-0.16552734375,-0.12548828125,761,1021,1022,1023,1023,1,0,0,0
A,0.10534654326378212,1.307335389079502,-0.11062042976410291,2.478149730373275,1.7505427550948944,0.3637509629525877,-0.955322265625,-0.133544921875,-0.125244140625,759,1022,1022,1023,1022,1,0,0,0
A,0.07043901449884157,1.3422152339392326,-0.1268954150019,-2.918796834512221,-0.25709083269136523,-1.6133482736886338,-0.962646484375,-0.137939453125,-0.097412109375,756,1022,1023,1023,1022,1,0,0,0
A,0.07618796341300078,1.3982357853707001,-0.1321582453484978,1.2109741578541913,1.8726801596750469,-0.5141116324672595,-0.949951171875,-0.159423828125,-0.11279296875,761,1021,1021,1021,1023,1,0,0,0
A,0.09894477680393791,1.4562513579682526,-0.12160272325964576,2.8521955318999925,2.071153442117795,1.0660410392884656,-0.95166015625,-0.154296875,-0.111572265625,761,1023,1023,1019,1023,1,0,0,0
A,0.08126954742077903,1.509009074951543,-0.1281553604043545,-1.2394075215351217,1.5291687092933675,-0.6438826248336719,-0.949951171875,-0.13037109375,-0.14013671875,757,1023,1023,1021,1023,1,0,0,0
A,0.06792674005899578,1.5416167938844485,-0.1448369013571961,-0.7203235520694728,-0.478464878492892,-1.6515162126199314,-0.945556640625,-0.144775390625,-0.122314453125,758,1022,1023,1023,1023,1,0,0,0
A,0.08898338448566134,1.579752649073538,-0.14760978155005988,2.699523776174802,0.0787870299040545,-0.2622032355206948,-0.950927734375,-0.14990234375,-0.113037109375,758,1022,1022,1021,1021,1,0,0,0
A,0.08663933842529216,1.6231473899397613,-0.15526244158432012,0.3331115624343439,0.5978709993697034,-0.7507528538413054,-0.96044921875,-0.140869140625,-0.1142578125,762,1022,1023,1022,1019,1,0,0,0
A,0.06339672465371947,1.6666253974155143,-0.1689742039932949,-1.6897892009244346,0.6131381749422226,-1.3538062889558091,-0.951171875,-0.15234375,-0.115966796875,758,1021,1021,1023,1023,1,0,0,0
A,0.07239393856691731,1.719085010159484,-0.16398605007828795,1.5697527838083896,1.5291687092933675,0.5164227186777786,-0.94140625,-0.174072265625,-0.1025390625,759,1023,1023,1019,1022,1,0,0,0
A,0.0816234988565496,1.783015964875583,-0.1538216503006216,1.417081028083199,2.6513061138735203,1.027873100357168,-0.9541015625,-0.134521484375,-0.12060546875,758,1023,1019,1023,1022,1,0,0,0
A,0.056958181201633776,1.8309517285570607,-0.16920451127774783,-1.8958960711534423,1.0482526787590165,-1.521745220253519,-0.95458984375,-0.1337890625,-0.111083984375,761,1021,1023,1022,1022,1,0,0,0
A,0.06240537700227046,1.8838639120795422,-0.1703365673375665,1.195706982281672,1.5673366482246653,-0.09426430422298482,-0.948486328125,-0.165771484375,-0.13671875,758,1023,1023,1022,1023,1,0,0,0
A,0.08693419580017923,1.9397758775246636,-0.16531199109570532,2.9666993486938855,1.8497793963162683,0.5164227186777786,-0.9541015625,-0.135986328125,-0.124267578125,755,1021,1022,1019,1022,1,0,0,0
A,0.06824624506175628,1.973718563583414,-0.1825650614776334,-1.26994187268016,-0.34869388612647967,-1.7049513271237484,-0.94140625,-0.13671875,-0.129150390625,756,1022,1022,1022,1021,1,0,0,0
A,0.06620185864757902,2.019144609254736,-0.1890709311545871,0.4705161425870157,0.8192450451712301,-0.6286154492611528,-0.952392578125,-0.167724609375,-0.11669921875,760,1021,1021,1023,1021,1,0,0,0
A,0.08249864269528161,2.071037612353208,-0.18545304011033498,2.180439806709153,1.4528328314307721,0.3790181385251068,-0.95556640625,-0.144775390625,-0.099853515625,760,1022,1021,1023,1021,1,0,0,0
A,0.05605243915162218,2.125404138559573,-0.19338244081242892,-2.0638350024511523,1.6971076405910774,-0.773653617200084,-0.94580078125,-0.140380859375,-0.11669921875,763,1023,1023,1022,1023,1,0,0,0
A,0.01977770002875974,2.171710167199436,-0.20319600898837192,-2.9645983612297786,0.9032145108200851,-0.9568597240703131,-0.950927734375,-0.16064453125,-0.122314453125,755,1022,1023,1023,1023,1,0,0,0
A,0.06999781755837592,2.2132247131389815,-0.1910386852551895,5.5315848448770915,0.41466489249947447,1.2339799705861756,-0.9462890625,-0.1416015625,-0.139404296875,760,1023,1021,1023,1023,1,0,0,0
A,0.06861359091671668,2.250191685606551,-0.19958337459005954,0.3865466769381607,-0.05098396246235759,-0.8347223194901604,-0.952392578125,-0.125732421875,-0.118408203125,763,1019,1023,1023,1021,1,0,0,0
A,0.03752630788359738,2.2929783445638905,-0.21497211661920976,-2.460781567336648,0.5444358848658867,-1.5141116324672597,-0.958740234375,-0.151611328125,-0.115234375,758,1022,1023,1022,1021,1,0,0,0
A,0.08129909919416733,2.3438836905016243,-0.20285282034341764,4.974332936480145,1.3688633657819171,1.2339799705861756,-0.984130859375,-0.171630859375,-0.11328125,758,1021,1023,1023,1021,1,0,0,0
A,0.08782405834589935,2.39820985308874,-0.19213343273647432,1.1117375166328172,1.689474052804818,1.0889418026472442,-0.959716796875,-0.1298828125,-0.119140625,756,1023,1023,1022,1021,1,0,0,0
A,0.05087824556398158,2.4432701816251536,-0.20259251712771773,-3.0103998879473353,0.7810771062399324,-1.0179284263603896,-0.953125,-0.164794921875,-0.11083984375,759,1023,1022,1021,1023,1,0,0,0
A,0.06587580564888475,2.5004208947003157,-0.20260662543490973,2.0659359899152596,1.9795503886826804,0.02023951257090828,-0.960205078125,-0.146484375,-0.13232421875,758,1022,1023,1023,1021,1,0,0,0
A,0.08566364454061624,2.5546554021660017,-0.19979845004148605,2.5392184326633513,1.689474052804818,0.30268226066251136,-0.937744140625,-0.144775390625,-0.1201171875,762,1023,1015,1023,1022,1,0,0,0
A,0.0808208849562768,2.6067085973508815,-0.20769684752939307,0.11173751663281717,1.4681000070032912,-0.7660200294138245,-0.951416015625,-0.143798828125,-0.131591796875,751,1016,1023,1019,1017,1,0,0,0
A,0.08603181930866236,2.6562953575502535,-0.21598981721971028,1.1346382799915957,1.223825197842986,-0.8041879683451222,-0.95703125,-0.1484375,-0.11083984375,756,1023,1023,1023,1023,1,0,0,0
A,0.07887324763921505,2.7046363165687795,-0.21178482250767325,-0.10963652916870958,1.1093213810490927,0.4477204286014427,-0.947509765625,-0.16015625,-0.104248046875,759,1022,1023,1019,1023,1,0,0,0
A,0.11219559377318383,2.7703587675902024,-0.20133081729742636,3.867462707472512,2.8421458085300086,1.0660410392884656,-0.95947265625,-0.1513671875,-0.106689453125,758,1022,1021,1021,1023,1,0,0,0
A,0.10903309841391425,2.8259649765681822,-0.21358189651609566,0.27967644793052693,1.8192450451712303,-1.2011345332306185,-0.94775390625,-0.136962890625,-0.120361328125,760,1023,1019,1023,1023,1,0,0,0
A,0.13352654997898133,2.886992814939082,-0.20857851653807719,3.035401638770222,2.376496953568177,0.5240563064640381,-0.941162109375,-0.155517578125,-0.12548828125,760,1022,1022,1021,1021,1,0,0,0
A,0.1472692988291776,2.9428262977109383,-0.21386635427391246,1.928531409762588,1.8421458085300086,-0.5064780446810001,-0.95458984375,-0.1357421875,-0.12109375,759,1019,1022,1019,1023,1,0,0,0
A,0.1591069904464165,3.0018060594895437,-0.2037631931023313,1.7682260662511378,2.1780236711254286,1.0355066881434274,-0.94091796875,-0.162353515625,-0.122802734375,754,1017,1021,1015,1023,1,0,0,0
A,0.1590462894834651,3.052453278836041,-0.20741652968980046,0.5850199593809087,1.3306954268506195,-0.3385391133832901,-0.95556640625,-0.147705078125,-0.1240234375,755,1023,1022,1021,1023,1,0,0,0
A,0.15708592887767803,3.095952439750578,-0.20774499234234514,0.4018138525106798,0.6207717627284821,-0.002661250787870273,-0.94775390625,-0.15283203125,-0.1181640625,755,1022,1021,1021,1021,1,0,0,0
A,0.17627035524743104,3.137616010211818,-0.20787135922874428,2.56211919602213,0.4451992436445126,0.02023951257090828,-0.94384765625,-0.16455078125,-0.12158203125,753,1021,1023,1022,1023,1,0,0,0
A,0.18115296117323132,3.1815307243327378,-0.21063938756651066,1.081203165487779,0.6589397016597798,-0.2469360599481757,-0.953125,-0.14892578125,-0.119384765625,755,1023,1023,1019,1022,1,0,0,0
A,0.1594426317306963,3.2191701350230266,-0.22385366747686192,-1.4913159184816869,0.0329855031864974,-1.2851039988794732,-0.95361328125,-0.156494140625,-0.11865234375,756,1021,1023,1023,1022,1,0,0,0
A,0.17379759504171188,3.263808436067367,-0.21814049858723886,2.1193711044190766,0.7581763428811539,0.608025772112893,-0.92919921875,-0.181396484375,-0.139404296875,753,1021,1022,1022,1022,1,0,0,0
A,0.18859903292511587,3.295819172701748,-0.21865626635831592,2.0506688143427407,-0.5318999929967088,-0.017928426360389382,-0.9619140625,-0.147705078125,-0.124267578125,751,1022,1021,1022,1023,1,0,0,0
A,0.1744160873192991,3.343089957294847,-0.22717639319116156,-0.7813922543595493,0.9948175642551996,-0.8194551439176413,-0.94482421875,-0.150146484375,-0.1044921875,752,1022,1023,1021,1023,1,0,0,0
A,0.18297755613657485,3.395643495608062,-0.22814693354256968,1.5163176693045728,1.5368022970796271,-0.06372995307794671,-0.94384765625,-0.167724609375,-0.1201171875,754,1020,1023,1021,1021,1,0,0,0
A,0.2024292828010565,3.446584436989691,-0.23062926557318741,2.577386371594649,1.3688633657819171,-0.21640170880313747,-0.948974609375,-0.15869140625,-0.106689453125,749,1022,1022,1023,1023,1,0,0,0
A,0.1750039937311965,3.500866013412585,-0.24060390383908212,-2.086735765809931,1.6971076405910774,-0.9644933118565727,-0.946044921875,-0.15234375,-0.094482421875,755,1022,1023,1023,1021,1,0,0,0
A,0.17067708712301988,3.5501104505851813,-0.24449822873171598,0.2186077456404507,1.2009244344842072,-0.35380628895580923,-0.937744140625,-0.15966796875,-0.12158203125,752,1021,1023,1023,1022,1,0,0,0
